name,rating,reviews,location,salery,interview,job_ava
Apollo Tyres,4.0,2.7k,Auto Components | Chennai +174 other locations,9.5k,144,1
Suzlon Group,4.0,2.7k,Power | Pune +130 other locations,7.4k,154,29
DS Group,4.0,2.7k,FMCG | Noida +268 other locations,7.2k,198,42
Eternal Limited,3.6,2.6k,Internet | Gurgaon / Gurugram +213 other locations,13.8k,345,5
IDFC FIRST Bharat,4.3,2.6k,Financial Services | Chennai +378 other locations,5k,127,--
Tata Elxsi,3.6,2.6k,IT Services & Consulting | Bangalore / Bengaluru +29 other locations,21.2k,329,46
Yazaki,3.9,2.6k,Auto Components | Pune +87 other locations,8.5k,163,7
IKS Health,3.5,2.6k,Healthcare | Mumbai +27 other locations,10.6k,256,12
Indus Towers,3.6,2.6k,Hardware & Networking | Gurgaon / Gurugram +215 other locations,8.5k,209,25
Flex,3.9,2.6k,Electronics Manufacturing | Chennai +45 other locations,15.9k,207,53
Capita,3.5,2.6k,IT Services & Consulting | Pune +31 other locations,13k,160,48
VVDN Technologies,3.6,2.6k,IT Services & Consulting | Gurgaon / Gurugram +43 other locations,12.7k,237,8
Landmark Group,3.9,2.6k,Retail | Bangalore / Bengaluru +162 other locations,8.9k,164,16
Shree Cement,3.8,2.5k,Building Material | Beawar +240 other locations,9.5k,188,--
Blue Dart Express Ltd,3.9,2.5k,Logistics | Mumbai +265 other locations,6.6k,119,6
ElasticRun,3.6,2.5k,Logistics | Pune +379 other locations,6.2k,265,8
Shell,3.9,2.5k,Oil & Gas | Bangalore / Bengaluru +89 other locations,13.4k,222,34
Britannia,4.0,2.5k,FMCG | Bangalore / Bengaluru +279 other locations,7.8k,204,--
Sahrudaya Healthcare (Medicover Hospitals),4.5,2.5k,Healthcare | Hyderabad / Secunderabad +43 other locations,3.3k,135,27
ESAF Small Finance Bank,3.6,2.5k,Banking | Thrissur +408 other locations,7.2k,149,33
Nestle,3.8,2.5k,FMCG | Gurgaon / Gurugram +266 other locations,9.5k,266,23
Exide Industries,3.4,2.5k,Auto Components | Kolkata +196 other locations,8.2k,197,76
KPMG Global Services,3.5,2.5k,Management Consulting | Bangalore / Bengaluru +36 other locations,22.4k,241,--
SRF,4.1,2.5k,Chemicals | Bharuch +67 other locations,8.4k,199,17
TVS Supply Chain Solutions,3.8,2.5k,Logistics | Chennai +147 other locations,8.2k,146,16
G4S,4.0,2.5k,Law Enforcement & Security | Gurgaon / Gurugram +152 other locations,4.9k,122,332
Dalmia Bharat Cement,3.9,2.5k,Building Material | Guwahati +241 other locations,8.2k,174,1
Ola Electric Mobility,3.3,2.5k,Automobile | Bangalore / Bengaluru +372 other locations,8.4k,272,--
GATI-KWE,3.9,2.5k,Logistics | Hyderabad / Secunderabad +160 other locations,4.9k,93,5
Micro Labs,3.6,2.5k,Pharma | Bangalore / Bengaluru +142 other locations,9.7k,143,15
KFintech,3.4,2.4k,FinTech | Hyderabad / Secunderabad +109 other locations,10.9k,163,6
BlackBuck,3.7,2.4k,Internet | Bangalore / Bengaluru +355 other locations,6.2k,201,11
Kansai Nerolac Paints,3.8,2.4k,Chemicals | Mumbai +235 other locations,7.5k,182,85
ZS,3.2,2.4k,Management Consulting | Pune +16 other locations,18.7k,495,201
Domino's Pizza,3.9,2.4k,New Delhi +238 other locations,4k,112,--
Bajaj Electricals,4.0,2.4k,Consumer Electronics & Appliances | Mumbai +225 other locations,7.5k,141,9
Statestreet HCL Services,3.4,2.4k,BPO | Chennai +17 other locations,14.5k,217,--
Voltas,4.0,2.4k,Consumer Electronics & Appliances | Mumbai +193 other locations,8.3k,162,23
Sterlite Technologies,3.8,2.4k,Hardware & Networking | Aurangabad +96 other locations,9.9k,174,110
Sammaan Capital Limited,3.8,2.4k,NBFC | Gurgaon / Gurugram +198 other locations,6k,111,10
Sagility,3.9,2.4k,BPO | Bangalore / Bengaluru +25 other locations,9.9k,222,52
Sonalika Tractors,3.6,2.4k,Automobile | Hoshiarpur +183 other locations,8.6k,155,--
Bharat Financial Inclusion,3.9,2.4k,NBFC | Hyderabad / Secunderabad +452 other locations,4.7k,107,2
Paras Hospital,4.1,2.4k,Healthcare | Patna +61 other locations,3k,95,40
ACT Fibernet,3.9,2.4k,Hardware & Networking | Hyderabad / Secunderabad +54 other locations,7.5k,153,18
Fortis Healthcare,4.0,2.4k,Healthcare | New Delhi +66 other locations,7.2k,168,91
Alldigi Tech,4.0,2.4k,BPO | Chennai +35 other locations,7.3k,221,21
NoBroker,3.1,2.4k,Real Estate | Bangalore / Bengaluru +47 other locations,10.1k,270,250
Movate,3.2,2.4k,IT Services & Consulting | Chennai +36 other locations,14.4k,279,72
suzuki motor gujarat,4.2,2.4k,Automobile | Ahmedabad +113 other locations,7.7k,215,19
Ajanta Pharma,3.9,2.4k,Pharma | Mumbai +115 other locations,8.7k,143,20
Care Health Insurance,3.5,2.4k,Internet | Gurgaon / Gurugram +235 other locations,8.4k,147,24
Blue Star,4.1,2.4k,Consumer Electronics & Appliances | Mumbai +142 other locations,9.4k,186,128
Star Health & Allied Insurance,3.5,2.3k,Insurance | Chennai +311 other locations,9.4k,142,19
Tractors and Farm Equipment,4.0,2.3k,Industrial Machinery | Chennai +184 other locations,8.1k,125,17
Patanjali Ayurved,3.9,2.3k,FMCG | Haridwar +297 other locations,6.1k,128,--
McDonald's,3.9,2.3k,Hospitality | New Delhi +145 other locations,4.9k,142,1
Foundever,3.5,2.3k,BPO | Hyderabad / Secunderabad +23 other locations,8.2k,170,75
BT Group,3.8,2.3k,Telecom | Gurgaon / Gurugram +23 other locations,11k,220,11
DBS Bank,3.8,2.3k,Banking | Hyderabad / Secunderabad +167 other locations,12.5k,187,253
Himalaya Wellness,4.1,2.3k,Pharma | Bangalore / Bengaluru +225 other locations,6.2k,138,16
V-Mart,4.1,2.3k,Retail | Gurgaon / Gurugram +276 other locations,4.2k,175,14
Gallagher,3.7,2.3k,Insurance | Bangalore / Bengaluru +27 other locations,13k,252,125
Capgemini Engineering,3.4,2.3k,IT Services & Consulting | Bangalore / Bengaluru +27 other locations,15.2k,390,98
Axis Direct,3.6,2.3k,Financial Services | Mumbai +266 other locations,4.9k,86,45
Adani Power,3.8,2.3k,Power | Mundra +119 other locations,9.1k,283,--
KocharTech,3.8,2.3k,IT Services & Consulting | Kolkata +26 other locations,3.6k,78,50
JCB,3.9,2.3k,Pune +109 other locations,9.3k,153,--
Parle Agro,3.9,2.3k,Beverage | Mumbai +239 other locations,6.6k,138,2
Planet Spark,3.9,2.3k,EdTech | Gurgaon / Gurugram +61 other locations,3.1k,547,69
IntouchCX,2.8,2.3k,BPO | Hyderabad / Secunderabad +21 other locations,9.2k,219,174
ICICI Securities,3.9,2.3k,Financial Services | Mumbai +143 other locations,9.2k,182,53
Intellect Design Arena,3.7,2.3k,Software Product | Chennai +39 other locations,12.9k,178,41
Taj Hotels Resorts and Palaces,4.2,2.2k,Hospitality | Mumbai +104 other locations,4.6k,146,49
Datamatics Global Services,3.4,2.2k,IT Services & Consulting | Mumbai +34 other locations,11.6k,177,55
Exl India,3.5,2.2k,Logistics | New Delhi +42 other locations,13.5k,118,--
Biocon Limited,4.0,2.2k,Biotechnology | Bangalore / Bengaluru +64 other locations,11.6k,172,17
Info Edge,3.9,2.2k,Internet | Noida +69 other locations,10.7k,360,434
Mahindra Rural Housing Finance,4.0,2.2k,NBFC | Mumbai +447 other locations,4.8k,96,20
Cybage,3.8,2.2k,IT Services & Consulting | Pune +14 other locations,17.2k,210,40
Canara HSBC Life Insurance,3.6,2.2k,Insurance | Gurgaon / Gurugram +300 other locations,6.3k,126,10
Emcure Pharmaceuticals,3.7,2.2k,Pharma | Pune +112 other locations,8.1k,118,45
3i Infotech,3.4,2.2k,IT Services & Consulting | Mumbai +120 other locations,10.7k,155,23
Cholamandalam MS General Insurance,3.7,2.2k,Insurance | Chennai +372 other locations,5.8k,111,--
Aditya Birla Group,4.1,2.2k,Metals & Mining | Mumbai +251 other locations,9.7k,221,3
Tata Advanced Systems,3.7,2.2k,Defence & Aerospace | Bangalore / Bengaluru +49 other locations,11.9k,170,4
Lifestyle,4.3,2.2k,Retail | Bangalore / Bengaluru +128 other locations,6.8k,77,13
Delhi Public School,3.9,2.2k,Education & Training | New Delhi +265 other locations,5.2k,148,167
Mahindra Holidays & Resorts,3.5,2.2k,Hospitality | Mumbai +108 other locations,5.8k,119,60
Akums Drugs & Pharmaceuticals Limited,4.3,2.2k,Pharma | Haridwar +35 other locations,6k,322,17
Niva Bupa Health Insurance Company,3.5,2.2k,Insurance | New Delhi +248 other locations,7.9k,152,26
Photon Interactive,4.1,2.2k,IT Services & Consulting | Chennai +14 other locations,7k,121,1.3k
Syngene International,3.9,2.2k,Clinical Research | Bangalore / Bengaluru +20 other locations,12.2k,180,75
Xoriant,4.1,2.2k,IT Services & Consulting | Pune +23 other locations,11.3k,220,56
Hero FinCorp,4.0,2.2k,NBFC | New Delhi +373 other locations,5.4k,105,33
Bureau Veritas,3.8,2.1k,Analytics & KPO | Mumbai +134 other locations,7.8k,135,17
Unacademy,2.9,2.1k,EdTech | Bangalore / Bengaluru +69 other locations,10.1k,224,15
Eureka Forbes,3.6,2.1k,Consumer Electronics & Appliances | Mumbai +179 other locations,5.3k,81,18
Laurus Labs,4.3,2.1k,Pharma | Visakhapatnam +30 other locations,7k,137,2
Cadila Pharmaceuticals,3.4,2.1k,Pharma | Ahmedabad +128 other locations,7.6k,147,64
Zepto,3.5,2.1k,Internet | Bangalore / Bengaluru +88 other locations,7.6k,386,23
Physicswallah,3.6,2.1k,EdTech | Noida +112 other locations,7.2k,241,30
Aditya Birla Capital,3.8,2.1k,Financial Services | Mumbai +267 other locations,8.9k,189,--
Lava International,4.0,2.1k,Consumer Electronics & Appliances | Noida +219 other locations,4.3k,78,2
Huawei Technologies,4.0,2.1k,Telecom | Bangalore / Bengaluru +105 other locations,8.2k,117,4
Adani Group,3.8,2.1k,Power | Ahmedabad +173 other locations,10.2k,257,113
Straive,3.3,2.1k,IT Services & Consulting | Chennai +28 other locations,9.5k,215,64
Myntra,3.9,2.1k,Internet | Bangalore / Bengaluru +101 other locations,9.9k,235,39
Sopra Steria,3.8,2.1k,IT Services & Consulting | Noida +18 other locations,13.6k,171,195
Sobha,3.8,2.1k,Real Estate | Bangalore / Bengaluru +38 other locations,8.1k,158,53
Radisson Hotels,4.0,2.1k,Hospitality | New Delhi +119 other locations,5.1k,94,235
Kia India,4.0,2.1k,Automobile | Anantapur +175 other locations,7.9k,162,95
Nokia Networks,4.2,2.1k,Hardware & Networking | Chennai +86 other locations,10.5k,121,115
Aavas Financiers,3.9,2.1k,Financial Services | Jaipur +277 other locations,5.4k,105,51
GlaxoSmithKline Pharmaceuticals,4.1,2.1k,Pharma | Bangalore / Bengaluru +206 other locations,5.5k,122,34
Team Computers,3.7,2.1k,IT Services & Consulting | New Delhi +100 other locations,8.1k,194,182
Renault Nissan Technology & Business Centre India,3.8,2.1k,Automobile | Chennai +17 other locations,13.9k,148,85
Cisco,4.1,2.1k,Hardware & Networking | Bangalore / Bengaluru +44 other locations,18.2k,394,124
RMSI,3.6,2.1k,IT Services & Consulting | Hyderabad / Secunderabad +22 other locations,8.3k,179,27
Ola Cabs,3.3,2k,Internet | Bangalore / Bengaluru +104 other locations,9.2k,150,16
Simplex Infrastructures,3.4,2k,Engineering & Construction | Kolkata +137 other locations,4.7k,77,--
GVK Emergency Management and Research Institute,3.6,2k,Non-Profit | Lucknow +200 other locations,4.4k,103,9
Endurance Technologies,3.9,2k,Auto Components | Aurangabad +45 other locations,7.6k,127,19
Whirlpool,3.9,2k,Consumer Electronics & Appliances | Pune +159 other locations,7.8k,110,9
Apollo Pharmacy,3.7,2k,Pharma | Hyderabad / Secunderabad +261 other locations,6.3k,162,24
Indian Railways,4.2,2k,Railways | Kolkata +233 other locations,3.3k,107,--
Lodha Group,4.0,2k,Real Estate | Mumbai +24 other locations,8.2k,154,177
Panasonic Life Solutions India,4.0,2k,Consumer Electronics & Appliances | Haridwar +155 other locations,6.2k,88,19
Foxconn,3.8,2k,Electronics Manufacturing | Chennai +54 other locations,9.2k,203,14
Henry Harvin Education,3.7,2k,Noida +30 other locations,839,52,42
TaskUs,3.1,2k,BPO | Indore +33 other locations,8.4k,203,395
ValueLabs,3.6,2k,IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,15.2k,203,81
SBI Securities,3.7,2k,Financial Services | Mumbai +298 other locations,6.5k,171,90
Ambuja Cements,3.8,2k,Building Material | Mumbai +239 other locations,6k,144,1
TCE,3.8,2k,Engineering & Construction | Mumbai +130 other locations,8.8k,278,96
Adani Wilmar,4.1,2k,FMCG | Ahmedabad +187 other locations,6.4k,127,97
Shahi Exports,4.0,2k,Fashion & Textile | Bangalore / Bengaluru +66 other locations,6.6k,121,27
Bharti AXA Life Insurance,3.6,2k,Insurance | Mumbai +237 other locations,5.1k,139,102
Bank of Baroda,3.5,2k,Banking | Mumbai +286 other locations,6.6k,106,--
Star Union Dai-ichi Life Insurance,3.9,2k,Insurance | Mumbai +295 other locations,5.1k,125,35
Microsoft Corporation,3.8,2k,Software Product | Bangalore / Bengaluru +46 other locations,26.2k,593,--
Life Insurance Corporation of India,4.4,2k,Insurance | New Delhi +459 other locations,4.4k,88,--
BHEL,4.1,2k,Electrical Equipment | Bangalore / Bengaluru +121 other locations,5k,127,--
State Street Syntel,3.7,2k,Financial Services | Mumbai +21 other locations,7.8k,79,--
Sify Technologies,3.7,2k,IT Services & Consulting | Chennai +124 other locations,9.5k,141,30
Meesho,3.7,2k,Internet | Bangalore / Bengaluru +120 other locations,8.5k,401,164
Extramarks Education,3.5,2k,EdTech | Noida +107 other locations,7.6k,169,8
upGrad,3.5,2k,EdTech | Bangalore / Bengaluru +48 other locations,8.8k,210,26
SBI General Insurance,3.6,2k,Insurance | Mumbai +269 other locations,6.1k,120,47
Allstate,3.7,2k,Insurance | Pune +15 other locations,11.8k,148,32
Force Motors,3.6,2k,Automobile | Pune +99 other locations,8k,138,1
Coromandel International,4.1,2k,Agro Chemicals | Visakhapatnam +172 other locations,7.2k,115,9
Pfizer,3.9,2k,Pharma | Visakhapatnam +124 other locations,5.6k,79,47
Ninjacart,3.8,2k,Internet | Bangalore / Bengaluru +109 other locations,5.1k,101,12
CAMS,3.6,2k,Financial Services | Chennai +105 other locations,8.1k,138,27
Raymond Lifestyle Limited,4.1,1.9k,Fashion & Textile | Mumbai +138 other locations,6.5k,105,2
Tata Electronics,4.0,1.9k,Semiconductors | Hosur +36 other locations,9k,218,31
Daikin Airconditioning India Pvt. Ltd.,4.1,1.9k,Consumer Electronics & Appliances | Neemrana +103 other locations,7.3k,187,13
Renault-Nissan,4.2,1.9k,Chennai +84 other locations,7.5k,118,--
Cargill,3.9,1.9k,Food Processing | Bangalore / Bengaluru +110 other locations,8k,106,342
Reliance Trends,4.1,1.9k,Retail | Bangalore / Bengaluru +375 other locations,4k,119,--
Spark Minda,3.9,1.9k,Auto Components | Pune +68 other locations,6.8k,147,8
BNP Paribas,3.7,1.9k,Financial Services | Mumbai +25 other locations,16.5k,201,1k
Future Generali India Life Insurance,3.5,1.9k,Insurance | Mumbai +189 other locations,6.5k,113,21
Bharat Petroleum,4.1,1.9k,Oil & Gas | Mumbai +247 other locations,6.5k,167,--
Mercedes-Benz Research and Development India,3.7,1.9k,IT Services & Consulting | Bangalore / Bengaluru +47 other locations,16.8k,200,90
Brakes India,3.8,1.9k,Auto Components | Chennai +91 other locations,6.9k,87,7
Delphi TVS,3.9,1.9k,Auto Components | Chennai +53 other locations,5.4k,93,1
HSBC Electronic Data Processing,4.1,1.9k,Banking | Bangalore / Bengaluru +19 other locations,8.7k,80,1
Poonawalla Fincorp,3.6,1.9k,NBFC | Pune +259 other locations,5.4k,72,14
Power Mech Projects,3.8,1.9k,Engineering & Construction | Hyderabad / Secunderabad +143 other locations,6.3k,113,3
Kotak Securities,3.6,1.9k,Financial Services | Mumbai +136 other locations,9.2k,132,16
FirstCry,3.6,1.9k,Internet | Pune +195 other locations,8.3k,200,9
SAP,4.2,1.9k,Software Product | Bangalore / Bengaluru +53 other locations,16.3k,301,144
Saint-Gobain,3.9,1.9k,Engineering & Construction | Mumbai +97 other locations,10.7k,194,58
ITC Hotels,4.1,1.9k,Hospitality | Bangalore / Bengaluru +91 other locations,5.1k,94,--
CitiusTech,3.2,1.9k,IT Services & Consulting | Mumbai +16 other locations,13.6k,301,126
YASH Technologies,3.7,1.9k,IT Services & Consulting | Hyderabad / Secunderabad +28 other locations,15.8k,165,812
Novartis,4.1,1.9k,Pharma | Hyderabad / Secunderabad +75 other locations,9.2k,160,300
Reliance General Insurance,3.6,1.9k,Insurance | Mumbai +188 other locations,6.9k,94,7
Nuvoco Vistas,4.1,1.9k,Building Material | Kolkata +179 other locations,6.5k,114,7
Morgan Stanley,3.6,1.8k,Financial Services | Mumbai +18 other locations,24.1k,321,6
GAO Tek,4.4,1.8k,Electrical Equipment | New York +39 other locations,241,398,--
SGS,3.8,1.8k,Clinical Research | Mumbai +136 other locations,6.1k,112,122
JK Tyres,3.6,1.8k,Auto Components | Chennai +135 other locations,6.6k,110,--
Infinite Computer Solutions,3.3,1.8k,IT Services & Consulting | Bangalore / Bengaluru +35 other locations,13.9k,164,235
Tata Motors Finance,4.1,1.8k,NBFC | Mumbai +246 other locations,4.5k,69,1
Jio Platforms,3.4,1.8k,IT Services & Consulting | Mumbai +92 other locations,12.5k,229,--
L&T Energy Hydrocarbon,3.8,1.8k,Engineering & Construction | Vadodara +87 other locations,8k,112,--
Google,4.4,1.8k,Software Product | Bangalore / Bengaluru +84 other locations,27.1k,947,631
AECOM,4.2,1.8k,Engineering & Construction | Gurgaon / Gurugram +118 other locations,6.6k,136,295
IDBI Bank,3.5,1.8k,Banking | Mumbai +314 other locations,5.9k,75,--
Senco Gold,4.4,1.8k,Jewellery | Kolkata +75 other locations,1.4k,578,4
EPAM Systems,3.7,1.8k,IT Services & Consulting | Hyderabad / Secunderabad +32 other locations,19.2k,591,137
Biological E,4.2,1.8k,Pharma | Hyderabad / Secunderabad +62 other locations,6.8k,129,41
Parle Products,3.9,1.8k,FMCG | Mumbai +227 other locations,3.7k,105,6
Honeywell Automation,3.7,1.8k,Industrial Automation | Pune +77 other locations,11.4k,122,--
Crisil,3.5,1.8k,Analytics & KPO | Mumbai +71 other locations,12.6k,204,664
Newgen Software Technologies,3.8,1.8k,IT Services & Consulting | Noida +29 other locations,11k,197,9
Paisabazaar.com,3.4,1.8k,Internet | Gurgaon / Gurugram +34 other locations,6.8k,159,53
NCR Corporation,3.6,1.8k,IT Services & Consulting | Hyderabad / Secunderabad +87 other locations,9k,141,58
Gabriel India Limited,4.1,1.8k,Auto Components | Pune +46 other locations,5.5k,123,--
Philips,3.8,1.8k,Medical Equipment | Bangalore / Bengaluru +91 other locations,10.5k,173,105
R.R. Donnelley,3.7,1.8k,Marketing & Advertising | Chennai +25 other locations,9.8k,122,20
Microland,3.4,1.8k,IT Services & Consulting | Bangalore / Bengaluru +44 other locations,10.5k,142,542
Stellar Migration,1.3,1.8k,Dubai +7 other locations,--,2,--
Lucas-TVS,3.9,1.8k,Auto Components | Chennai +74 other locations,5.8k,88,3
Narayana Health,3.9,1.8k,Healthcare | Bangalore / Bengaluru +63 other locations,5.7k,84,103
Uflex,3.8,1.8k,Packaging | Noida +45 other locations,6.5k,122,79
Dr Lal PathLabs,4.1,1.8k,Healthcare | New Delhi +190 other locations,4.4k,161,94
Iris Software,3.8,1.8k,IT Services & Consulting | Noida +24 other locations,7.3k,199,395
Angel One,3.7,1.8k,FinTech | Mumbai +128 other locations,7.2k,155,35
KENT RO Systems,3.8,1.7k,Consumer Electronics & Appliances | Noida +148 other locations,4.5k,92,6
Motherson Automotive Technologies and Engineering,3.8,1.7k,Auto Components | Chennai +63 other locations,7.1k,142,16
Adecco Group,3.7,1.7k,Recruitment | Bangalore / Bengaluru +167 other locations,6.8k,112,6
Spinny,3.6,1.7k,Internet | Gurgaon / Gurugram +60 other locations,6.8k,190,26
Altruist Technologies,3.1,1.7k,BPO | Bangalore / Bengaluru +41 other locations,7.9k,150,11
Safexpress,3.9,1.7k,Logistics | New Delhi +153 other locations,5.6k,118,5
Future Retail,4.4,1.7k,Retail | Mumbai +198 other locations,4.1k,57,--
Globiva,3.1,1.7k,BPO | Gurgaon / Gurugram +26 other locations,4.9k,124,117
TVS Sundram Fasteners,3.6,1.7k,Auto Components | Chennai +60 other locations,6.5k,86,--
Hindustan Aeronautics,4.3,1.7k,Defence & Aerospace | Bangalore / Bengaluru +63 other locations,4.2k,82,1
Thomson Reuters,4.0,1.7k,Software Product | Bangalore / Bengaluru +26 other locations,10.1k,129,61
AXA Business Services,3.9,1.7k,Insurance | Pune +11 other locations,7.2k,97,6
K12 Techno Services,3.6,1.7k,EdTech | Bangalore / Bengaluru +40 other locations,4.9k,351,322
Aditya Birla Health Insurance Co,3.8,1.7k,Insurance | Mumbai +240 other locations,7k,113,3
